id,study,start_date,dob1,dob2,gender,ethnic,eng,edu,emp,age,honest,honest1,honest2
2_202,2,2018-07-31T14:31:35Z,1983,10,Female,Chinese,No,Postgraduate degree,Student,34.75,Yes,NA,NA
2_203,2,2018-07-31T15:34:59Z,1999,7,Female,Chinese,Yes,High School,Student,19,Yes,NA,NA
2_205,2,2018-07-30T15:30:06Z,1997,2,Female,Other Asian,Yes,High School,Student,21.4166666666667,Yes,NA,NA
2_206,2,2018-07-31T17:09:39Z,1999,3,Female,Chinese,No,High School,Student,19.3333333333333,Yes,NA,NA
2_207,2,2018-07-31T20:01:17Z,1999,1,Female,Chinese,No,High School,Student,19.5,Yes,NA,NA
2_209,2,2018-07-30T12:47:01Z,1999,10,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,Student,18.75,Yes,NA,NA
2_210,2,2018-08-01T13:47:02Z,1999,3,Male,Chinese,No,High School,Student,19.4166666666667,Yes,NA,NA
2_211,2,2018-08-03T12:02:32Z,1996,9,Female,Chinese,No,Bachelor degree,"Student,Part time",21.9166666666667,Yes,NA,NA
2_212,2,2018-08-03T14:31:16Z,1997,7,Female,"Chinese,Indonesian",No,"Trade, technical or vocational training",Student,21.0833333333333,Yes,NA,NA
2_213,2,2018-08-03T14:51:52Z,1999,12,Female,Chinese,Yes,High School,Student,18.6666666666667,Yes,NA,NA
2_215,2,2018-08-04T13:52:21Z,2000,7,Male,"Chinese,Other Asian",No,High School,Student,18.0833333333333,Yes,NA,NA
2_216,2,2018-08-04T15:27:48Z,1996,5,Male,Other Asian,No,High School,Student,22.25,Yes,NA,NA
2_218,2,2018-08-04T22:06:50Z,1998,3,Female,Chinese,Yes,High School,Student,20.4166666666667,Yes,NA,NA
2_219,2,2018-08-03T11:09:06Z,1998,6,Female,Chinese,No,High School,Student,20.1666666666667,Yes,NA,NA
2_221,2,2018-08-05T14:22:08Z,1999,3,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,Not employed,19.4166666666667,Yes,NA,NA
2_222,2,2018-08-05T19:00:49Z,1999,6,Female,Chinese,No,High School,Student,19.1666666666667,Yes,NA,NA
2_223,2,2018-08-05T22:06:27Z,1999,1,Male,White/Caucasian,Yes,Bachelor degree,Student,19.5833333333333,Yes,NA,NA
2_224,2,2018-08-05T22:13:43Z,1999,7,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,Student,19.0833333333333,Yes,NA,NA
2_225,2,2018-08-05T22:20:16Z,1999,7,Female,White/Caucasian,Yes,High School,"Student,Part time",19.0833333333333,Yes,NA,NA
2_227,2,2018-07-30T10:17:25Z,2000,2,Female,"White/Caucasian,Chinese,Other Asian,Aboriginal or Torres Strait Islander",Yes,High School,Student,18.4166666666667,Yes,NA,NA
2_228,2,2018-08-06T10:58:17Z,1999,9,Female,White/Caucasian,Yes,High School,"Student,Part time",18.9166666666667,Yes,NA,NA
2_230,2,2018-08-06T13:20:34Z,1999,8,Female,White/Caucasian,Yes,Bachelor degree,"Student,Part time",19,Yes,NA,NA
2_231,2,2018-08-06T19:51:16Z,1998,8,Female,Chinese,No,High School,Not employed,20,Yes,NA,NA
2_232,2,2018-08-07T10:34:31Z,1998,9,Female,"White/Caucasian,Other Asian",Yes,High School,Student,19.9166666666667,Yes,NA,NA
2_233,2,2018-08-06T11:24:38Z,2000,2,Male,White/Caucasian,Yes,High School,"Student,Part time",18.5,Yes,NA,NA
2_234,2,2018-08-07T15:41:23Z,1997,9,Female,Chinese,Yes,High School,Student,20.9166666666667,Yes,NA,NA
2_235,2,2018-08-08T12:07:52Z,1999,5,Female,Chinese,No,Bachelor degree,Student,19.25,Yes,NA,NA
2_236,2,2018-08-04T11:20:50Z,1992,7,Male,White/Caucasian,Yes,"Trade, technical or vocational training","Student,Not employed",26.0833333333333,Yes,NA,NA
2_237,2,2018-08-12T22:01:23Z,1999,8,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,Part time,19,Yes,NA,NA
2_238,2,2018-08-17T15:31:20Z,1997,12,Female,Chinese,Yes,High School,Student,20.6666666666667,Yes,NA,NA
2_239,2,2018-08-17T15:21:36Z,1999,11,Male,White/Caucasian,Yes,High School,Student,18.75,Yes,NA,NA
2_240,2,2018-08-17T17:34:39Z,1999,11,Male,Chinese,Yes,High School,Student,18.75,Yes,NA,NA
2_241,2,2018-08-17T19:46:30Z,1999,1,Female,Chinese,No,High School,"Student,Part time,Prefer not to say",19.5833333333333,Yes,NA,NA
2_243,2,2018-08-17T23:19:01Z,2000,2,Female,Chinese,No,High School,Student,18.5,Yes,NA,NA
2_244,2,2018-08-18T00:27:30Z,1999,3,Female,Other Asian,No,High School,Student,19.4166666666667,Yes,NA,NA
2_245,2,2018-08-18T01:32:41Z,1999,2,Female,Prefer not to say,No,High School,"Student,Part time",19.5,Yes,NA,NA
2_247,2,2018-08-18T12:28:20Z,1998,9,Female,White/Caucasian,Yes,High School,"Student,Part time",19.9166666666667,Yes,NA,NA
2_248,2,2018-08-18T17:32:46Z,1999,9,Female,White/Caucasian,Yes,High School,Student,18.9166666666667,Yes,NA,NA
2_249,2,2018-08-19T00:28:02Z,2000,3,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,Student,18.4166666666667,Yes,NA,NA
2_250,2,2018-08-18T19:14:08Z,2000,1,Male,White/Caucasian,Yes,High School,"Student,Part time",18.5833333333333,Yes,NA,NA
2_251,2,2018-08-19T13:00:06Z,1999,11,Female,Chinese,Yes,High School,Student,18.75,Yes,NA,NA
2_252,2,2018-08-19T16:28:36Z,1999,8,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,"Student,Part time",19,Yes,NA,NA
2_253,2,2018-08-19T16:29:33Z,1998,9,Male,Indonesian,No,High School,Student,19.9166666666667,Yes,NA,NA
2_254,2,2018-08-19T19:26:17Z,1999,2,Male,White/Caucasian,Yes,High School,Student,19.5,Yes,NA,NA
2_255,2,2018-08-19T19:38:21Z,1998,11,Female,"White/Caucasian,Middle Eastern",Yes,High School,Student,19.75,Yes,NA,NA
2_256,2,2018-08-20T02:51:23Z,1999,10,Female,"Chinese,Indonesian",No,High School,Student,18.8333333333333,Yes,NA,NA
2_257,2,2018-08-20T05:04:05Z,1999,5,Male,"Chinese,Other Asian",Yes,High School,"Student,Part time",19.25,Yes,NA,NA
2_258,2,2018-08-20T10:10:17Z,1999,7,Female,White/Caucasian,Yes,High School,Student,19.0833333333333,Yes,NA,NA
2_259,2,2018-08-20T17:23:06Z,1997,5,Female,Chinese,No,High School,Student,21.25,Yes,NA,NA
2_260,2,2018-08-20T17:42:31Z,1997,3,Male,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,Student,21.4166666666667,Yes,NA,NA
2_261,2,2018-08-20T18:05:45Z,1999,11,Male,Other,Yes,High School,Student,18.75,Yes,NA,NA
2_263,2,2018-08-19T00:22:06Z,1999,6,Male,Indonesian,No,High School,Student,19.1666666666667,Yes,NA,NA
2_264,2,2018-08-20T23:47:50Z,1998,8,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",No,High School,Student,20,Yes,NA,NA
2_265,2,2018-08-20T19:09:57Z,1999,10,Female,White/Caucasian,Yes,High School,"Student,Part time",18.8333333333333,Yes,NA,NA
2_266,2,2018-08-20T22:13:18Z,1998,9,Female,White/Caucasian,Yes,High School,Part time,19.9166666666667,Yes,NA,NA
2_267,2,2018-08-20T10:12:08Z,1999,4,Male,Chinese,Yes,High School,Student,19.3333333333333,Yes,NA,NA
2_268,2,2018-08-22T21:49:28Z,2000,2,Male,Chinese,Yes,High School,Student,18.5,Yes,NA,NA
2_269,2,2018-08-21T17:52:18Z,1999,7,Female,Other Asian,No,High School,Student,19.0833333333333,Yes,NA,NA
2_270,2,2018-08-23T02:57:26Z,1999,5,Female,"Chinese,Other",Yes,High School,Student,19.25,Yes,NA,NA
2_271,2,2018-08-23T17:30:56Z,2000,6,Female,"Chinese,Other Asian",No,High School,"Student,Part time",18.1666666666667,Yes,NA,NA
2_272,2,2018-08-23T21:03:57Z,2000,4,Female,Other Asian,Yes,High School,"Student,Not employed",18.3333333333333,Yes,NA,NA
2_273,2,2018-08-18T14:04:24Z,1999,2,Male,Chinese,No,High School,Student,19.5,Yes,NA,NA
2_275,2,2018-08-24T07:59:55Z,1997,9,Male,Other Asian,No,High School,Student,20.9166666666667,Yes,NA,NA
2_276,2,2018-08-24T10:33:46Z,1999,6,Female,White/Caucasian,Yes,High School,Student,19.1666666666667,Yes,NA,NA
2_277,2,2018-08-24T12:32:41Z,1998,1,Male,Chinese,No,High School,Student,20.5833333333333,Yes,NA,NA
2_279,2,2018-08-24T15:04:20Z,1999,10,Female,White/Caucasian,Yes,High School,Student,18.8333333333333,Yes,NA,NA
2_280,2,2018-08-24T16:00:12Z,1999,12,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",No,High School,Student,18.6666666666667,Yes,NA,NA
2_282,2,2018-08-27T13:43:20Z,1998,9,Male,White/Caucasian,Yes,High School,Student,19.9166666666667,Yes,NA,NA
2_283,2,2018-08-27T13:00:51Z,1998,10,Female,Chinese,No,High School,Student,19.8333333333333,Yes,NA,NA
2_285,2,2018-08-31T11:21:04Z,1999,7,Female,Chinese,No,High School,Student,19.0833333333333,Yes,NA,NA
2_287,2,2018-09-01T09:34:55Z,1999,11,Other,White/Caucasian,Yes,High School,"Student,Not employed",18.8333333333333,Yes,NA,NA
2_288,2,2018-10-01T18:32:38Z,1999,12,Female,White/Caucasian,Yes,High School,"Student,Part time",18.8333333333333,Yes,NA,NA
2_290,2,2018-10-01T20:23:44Z,1999,3,Female,White/Caucasian,Yes,High School,Student,19.5833333333333,Yes,NA,NA
2_291,2,2018-10-01T20:36:44Z,1999,10,Female,White/Caucasian,Yes,High School,"Student,Part time",19,Yes,NA,NA
2_292,2,2018-10-01T21:05:28Z,1999,6,Female,White/Caucasian,Yes,High School,"Student,Part time",19.3333333333333,Yes,NA,NA
2_293,2,2018-10-01T21:34:41Z,1999,10,Female,"White/Caucasian,South Asian/Desi (Indian, Pakistani, Sri Lankan etc.),Other",Yes,High School,"Student,Part time",19,Yes,NA,NA
2_294,2,2018-10-01T22:07:12Z,1999,8,Female,Other Asian,Yes,High School,Student,19.1666666666667,Yes,NA,NA
2_297,2,2018-10-01T23:24:51Z,1999,8,Female,Chinese,No,High School,Student,19.1666666666667,Yes,NA,NA
2_300,2,2018-10-02T10:29:08Z,1999,9,Female,Chinese,No,High School,"Student,Part time",19.0833333333333,Yes,NA,NA
2_301,2,2018-10-02T10:44:42Z,1999,4,Male,White/Caucasian,Yes,High School,Student,19.5,Yes,NA,NA
2_302,2,2018-10-02T10:55:45Z,1999,9,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,"Student,Full time,Not employed",19.0833333333333,Yes,NA,NA
2_303,2,2018-10-02T13:33:11Z,1999,11,Female,White/Caucasian,Yes,High School,Student,18.9166666666667,Yes,NA,NA
2_304,2,2018-10-02T14:35:34Z,1990,7,Female,White/Caucasian,Yes,Bachelor degree,"Student,Part time",28.25,Yes,NA,NA
2_305,2,2018-10-02T11:48:23Z,1999,10,Female,Chinese,No,High School,Student,19,Yes,NA,NA
2_306,2,2018-10-02T21:32:36Z,1997,8,Female,"White/Caucasian,South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,"Student,Not employed",21.1666666666667,Yes,NA,NA
2_307,2,2018-10-02T22:09:10Z,1998,6,Female,White/Caucasian,Yes,High School,Student,20.3333333333333,Yes,NA,NA
2_308,2,2018-10-03T11:46:35Z,1999,8,Female,"Middle Eastern,Other",Yes,High School,Student,19.1666666666667,Yes,NA,NA
2_311,2,2018-10-02T04:54:52Z,1998,6,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",No,High School,"Student,Full time",20.3333333333333,Yes,NA,NA
2_312,2,2018-10-07T20:42:08Z,2000,1,Female,White/Caucasian,Yes,High School,"Student,Part time",18.75,Yes,NA,NA
2_313,2,2018-10-07T22:53:23Z,1999,5,Female,White/Caucasian,Yes,High School,"Student,Part time",19.4166666666667,Yes,NA,NA
2_315,2,2018-10-08T23:34:03Z,1999,1,Male,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",No,High School,Student,19.75,Yes,NA,NA
2_316,2,2018-10-02T12:40:51Z,1999,5,Female,White/Caucasian,Yes,High School,"Student,Part time",19.4166666666667,Yes,NA,NA
2_317,2,2018-10-10T12:04:21Z,1996,12,Female,Middle Eastern,Yes,High School,"Student,Part time",21.8333333333333,Yes,NA,NA
2_318,2,2018-10-10T12:31:22Z,1997,6,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,Student,21.3333333333333,Yes,NA,NA
2_320,2,2018-10-10T13:35:27Z,1999,10,Female,White/Caucasian,Yes,High School,"Student,Part time",19,Yes,NA,NA
2_321,2,2018-10-10T16:24:49Z,1998,2,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,Student,20.6666666666667,Yes,NA,NA
2_322,2,2018-10-10T16:04:52Z,1999,10,Female,Other,Yes,High School,"Student,Part time",19,Yes,NA,NA
2_323,2,2018-10-10T14:39:45Z,1998,7,Male,Chinese,No,Bachelor degree,"Student,Part time",20.25,Yes,NA,NA
2_324,2,2018-10-10T16:35:05Z,1999,9,Male,White/Caucasian,Yes,High School,"Student,Part time",19.0833333333333,Yes,NA,NA
2_325,2,2018-10-10T16:46:23Z,1999,4,Female,Indonesian,No,High School,Student,19.5,Yes,NA,NA
2_327,2,2018-10-10T12:40:55Z,2000,7,Female,Indonesian,No,High School,Student,18.25,Yes,NA,NA
2_328,2,2018-10-10T16:34:13Z,1999,12,Female,Other Asian,No,High School,"Student,Part time",18.8333333333333,Yes,NA,NA
2_329,2,2018-10-11T11:50:21Z,1998,5,Female,White/Caucasian,Yes,High School,Student,20.4166666666667,Yes,NA,NA
2_330,2,2018-10-11T11:14:06Z,1998,8,Female,White/Caucasian,Yes,High School,Student,20.1666666666667,Yes,NA,NA
2_331,2,2018-10-11T12:12:07Z,2000,4,Male,African or African American,Yes,High School,"Student,Not employed",18.5,Yes,NA,NA
2_333,2,2018-10-11T14:45:47Z,1999,8,Female,White/Caucasian,Yes,High School,"Student,Part time",19.1666666666667,Yes,NA,NA
2_334,2,2018-10-11T16:43:21Z,2000,3,Female,Other Asian,No,High School,"Student,Part time",18.5833333333333,Yes,NA,NA
2_335,2,2018-10-11T20:02:12Z,1997,6,Male,Chinese,No,High School,Student,21.3333333333333,Yes,NA,NA
2_336,2,2018-10-11T16:24:44Z,1999,7,Female,White/Caucasian,Yes,High School,"Student,Part time",19.25,Yes,NA,NA
2_337,2,2018-10-11T22:05:23Z,1999,10,Female,Chinese,Yes,High School,Student,19,Yes,NA,NA
2_338,2,2018-10-12T08:40:09Z,1990,4,Male,White/Caucasian,Yes,Bachelor degree,"Student,Part time",28.5,Yes,NA,NA
2_339,2,2018-10-12T09:08:38Z,1999,7,Female,Chinese,No,High School,Student,19.25,Yes,NA,NA
2_340,2,2018-10-12T12:40:42Z,1999,11,Female,White/Caucasian,Yes,High School,"Student,Part time",18.9166666666667,Yes,NA,NA
2_341,2,2018-10-12T12:58:28Z,1993,9,Female,White/Caucasian,Yes,Bachelor degree,"Student,Part time",25.0833333333333,Yes,NA,NA
2_342,2,2018-10-12T10:45:32Z,1998,3,Male,White/Caucasian,Yes,High School,Student,20.5833333333333,Yes,NA,NA
2_344,2,2018-10-12T13:10:55Z,1999,11,Female,Chinese,Prefer not to say,High School,Student,18.9166666666667,Yes,NA,NA
2_345,2,2018-10-12T15:05:11Z,1999,8,Female,Chinese,No,High School,Student,19.1666666666667,Yes,NA,NA
2_346,2,2018-10-12T16:47:03Z,2000,3,Female,White/Caucasian,Yes,High School,Student,18.5833333333333,Yes,NA,NA
2_348,2,2018-10-12T18:24:50Z,1999,1,Female,Chinese,No,High School,Student,19.75,Yes,NA,NA
2_349,2,2018-10-12T19:39:37Z,1999,10,Male,Chinese,Yes,High School,"Student,Full time",19,Yes,NA,NA
2_350,2,2018-10-12T19:52:59Z,2000,10,Female,Chinese,No,High School,Student,18,Yes,NA,NA
2_351,2,2018-10-12T20:33:20Z,2000,9,Female,Indonesian,No,High School,"Student,Not employed",18.0833333333333,Yes,NA,NA
2_353,2,2018-10-13T10:59:57Z,1999,2,Female,White/Caucasian,Yes,High School,"Student,Full time",19.6666666666667,Yes,NA,NA
2_354,2,2018-10-13T12:31:50Z,1999,4,Female,Chinese,Yes,High School,"Student,Not employed",19.5,Yes,NA,NA
2_357,2,2018-10-13T15:55:15Z,1999,8,Female,Chinese,Yes,High School,Part time,19.1666666666667,Yes,NA,NA
2_359,2,2018-10-13T18:27:05Z,2000,1,Female,White/Caucasian,Yes,High School,Student,18.75,Yes,NA,NA
2_360,2,2018-10-13T19:47:52Z,2000,3,Female,Chinese,Yes,High School,"Student,Part time",18.5833333333333,Yes,NA,NA
2_361,2,2018-10-13T22:21:42Z,1999,6,Female,White/Caucasian,Yes,High School,"Student,Part time",19.3333333333333,Yes,NA,NA
2_362,2,2018-10-13T21:23:40Z,1999,3,Female,Chinese,No,High School,Student,19.5833333333333,Yes,NA,NA
2_363,2,2018-10-13T23:18:41Z,1999,11,Male,"White/Caucasian,Chinese",Yes,High School,Student,18.9166666666667,Yes,NA,NA
2_364,2,2018-10-14T16:37:29Z,1999,10,Male,White/Caucasian,Yes,High School,"Student,Part time",19,Yes,NA,NA
2_365,2,2018-10-14T20:23:20Z,1997,11,Male,White/Caucasian,Yes,High School,Student,20.9166666666667,Yes,NA,NA
2_366,2,2018-10-14T20:43:01Z,1999,12,Male,White/Caucasian,Yes,High School,"Student,Part time",18.8333333333333,Yes,NA,NA
2_367,2,2018-10-14T21:22:20Z,2000,4,Male,Chinese,No,High School,"Student,Not employed",18.5,Yes,NA,NA
2_368,2,2018-10-14T20:03:41Z,1996,2,Male,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",No,Bachelor degree,Part time,22.6666666666667,Yes,NA,NA
2_371,2,2018-10-15T00:12:41Z,1999,11,Female,Chinese,No,High School,Student,18.9166666666667,Yes,NA,NA
2_372,2,2018-10-15T08:53:31Z,1999,8,Male,White/Caucasian,Yes,High School,Student,19.1666666666667,Yes,NA,NA
2_373,2,2018-10-15T11:16:02Z,1999,10,Female,White/Caucasian,Yes,High School,"Student,Part time",19,Yes,NA,NA
2_374,2,2018-10-15T11:49:42Z,1998,8,Female,White/Caucasian,Yes,High School,Student,20.1666666666667,Yes,NA,NA
2_377,2,2018-10-15T14:32:22Z,1999,5,Female,Chinese,No,High School,Student,19.4166666666667,Yes,NA,NA
2_378,2,2018-10-15T14:31:20Z,1999,11,Female,Middle Eastern,Yes,High School,Student,18.9166666666667,Yes,NA,NA
2_379,2,2018-10-15T16:27:22Z,1999,2,Female,White/Caucasian,Yes,High School,"Student,Part time",19.6666666666667,Yes,NA,NA
2_380,2,2018-10-11T13:32:24Z,2000,2,Female,White/Caucasian,Yes,High School,Student,18.6666666666667,Yes,NA,NA
2_381,2,2018-10-15T17:03:15Z,1999,2,Female,"White/Caucasian,Other Asian",Yes,High School,Student,19.6666666666667,Yes,NA,NA
2_382,2,2018-10-15T17:10:53Z,1998,3,Male,Chinese,No,High School,"Student,Full time",20.5833333333333,Yes,NA,NA
2_384,2,2018-10-15T20:08:07Z,1999,6,Female,"Chinese,Other",Yes,High School,Part time,19.3333333333333,Yes,NA,NA
2_385,2,2018-10-15T20:41:06Z,1999,5,Male,White/Caucasian,Yes,High School,Part time,19.4166666666667,Yes,NA,NA
2_386,2,2018-10-15T18:44:58Z,1998,8,Female,White/Caucasian,Yes,High School,Student,20.1666666666667,Yes,NA,NA
2_387,2,2018-10-15T21:21:51Z,1999,10,Male,Other Asian,No,High School,"Student,Part time",19,Yes,NA,NA
2_388,2,2018-10-15T21:24:55Z,1999,2,Male,White/Caucasian,Yes,High School,Student,19.6666666666667,Yes,NA,NA
2_389,2,2018-10-16T00:54:45Z,1998,10,Female,White/Caucasian,Yes,High School,Student,20,Yes,NA,NA
2_391,2,2018-10-16T12:59:30Z,1998,10,Female,White/Caucasian,Yes,High School,"Student,Part time",20,Yes,NA,NA
2_392,2,2018-10-16T14:27:05Z,1998,10,Female,White/Caucasian,Yes,High School,Student,20,Yes,NA,NA
2_394,2,2018-10-16T14:32:20Z,1998,8,Female,White/Caucasian,No,High School,Student,20.1666666666667,Yes,NA,NA
2_396,2,2018-10-16T15:14:04Z,1998,4,Female,White/Caucasian,Yes,High School,"Student,Not employed",20.5,Yes,NA,NA
2_397,2,2018-10-16T16:16:29Z,1999,7,Female,White/Caucasian,Yes,High School,"Student,Part time",19.25,Yes,NA,NA
2_398,2,2018-10-16T16:09:27Z,1994,4,Male,White/Caucasian,Yes,"Trade, technical or vocational training","Student,Part time",24.5,Yes,NA,NA
2_399,2,2018-10-16T15:51:16Z,1999,11,Male,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",No,High School,Student,18.9166666666667,Yes,NA,NA
2_400,2,2018-10-16T16:34:35Z,1984,3,Male,White/Caucasian,Yes,Postgraduate degree,"Student,Part time",34.5833333333333,Yes,NA,NA
2_401,2,2018-10-16T17:22:05Z,1998,9,Female,White/Caucasian,Yes,High School,Part time,20.0833333333333,Yes,NA,NA
2_402,2,2018-10-16T17:31:46Z,1999,9,Female,White/Caucasian,Yes,High School,Student,19.0833333333333,Yes,NA,NA
2_403,2,2018-10-16T17:07:08Z,1999,9,Female,Chinese,Yes,High School,Student,19.0833333333333,Yes,NA,NA
2_404,2,2018-10-13T22:00:19Z,1999,7,Female,"Chinese,Indonesian,Other Asian",Yes,High School,Part time,19.25,Yes,NA,NA
2_405,2,2018-10-16T17:26:38Z,1997,2,Male,Chinese,No,High School,Student,21.6666666666667,Yes,NA,NA
2_406,2,2018-10-16T20:51:58Z,1999,7,Male,White/Caucasian,Yes,High School,Student,19.25,Yes,NA,NA
2_407,2,2018-10-16T23:18:07Z,1998,1,Female,Chinese,No,High School,Student,20.75,Yes,NA,NA
2_408,2,2018-10-16T23:52:28Z,1999,6,Female,Other Asian,Yes,High School,"Student,Part time",19.3333333333333,Yes,NA,NA
2_409,2,2018-10-17T00:15:22Z,1999,1,Male,"Chinese,Indonesian",No,High School,Part time,19.75,Yes,NA,NA
2_410,2,2018-10-17T09:46:09Z,2000,3,Female,Other Asian,No,High School,Student,18.5833333333333,Yes,NA,NA
2_411,2,2018-10-17T12:04:13Z,1999,12,Female,Other,Yes,High School,Part time,18.8333333333333,Yes,NA,NA
2_412,2,2018-10-17T12:13:38Z,2000,3,Male,Chinese,Yes,High School,"Student,Part time",18.5833333333333,Yes,NA,NA
2_414,2,2018-10-17T14:34:41Z,1979,3,Male,White/Caucasian,Yes,"Trade, technical or vocational training",Student,39.5833333333333,Yes,NA,NA
2_415,2,2018-10-17T10:06:38Z,1999,7,Male,White/Caucasian,Yes,High School,Student,19.25,Yes,NA,NA
2_416,2,2018-10-17T14:39:29Z,1999,6,Female,Chinese,No,High School,Student,19.3333333333333,Yes,NA,NA
2_418,2,2018-10-17T15:54:18Z,1997,5,Female,"White/Caucasian,Middle Eastern,Other",Yes,High School,"Student,Part time",21.4166666666667,Yes,NA,NA
2_419,2,2018-10-17T18:16:49Z,1999,9,Other,Other Asian,Yes,High School,"Student,Not employed",19.0833333333333,Yes,NA,NA
2_421,2,2018-10-17T16:44:31Z,1999,4,Male,"Chinese,South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,Prefer not to say,Student,19.5,Yes,NA,NA
2_423,2,2018-10-17T20:48:16Z,1999,7,Female,Chinese,No,Bachelor degree,Student,19.25,Yes,NA,NA
2_424,2,2018-10-17T20:36:56Z,2000,2,Female,Other Asian,No,High School,Student,18.6666666666667,Yes,NA,NA
2_425,2,2018-10-17T22:43:39Z,2000,9,Male,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,Student,18.0833333333333,Yes,NA,NA
2_426,2,2018-10-18T10:13:53Z,1999,11,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,"Student,Part time",18.9166666666667,Yes,NA,NA
2_428,2,2018-10-18T14:28:55Z,1999,6,Male,Chinese,No,High School,Student,19.3333333333333,Yes,NA,NA
2_429,2,2018-10-18T15:42:34Z,1999,9,Male,White/Caucasian,Yes,High School,"Student,Part time",19.0833333333333,Yes,NA,NA
2_430,2,2018-10-17T10:18:09Z,1999,8,Female,White/Caucasian,Yes,High School,Student,19.1666666666667,Yes,NA,NA
2_431,2,2018-10-17T13:47:47Z,2000,3,Female,"White/Caucasian,Other Asian",Yes,High School,"Student,Part time",18.5833333333333,Yes,NA,NA
2_432,2,2018-10-18T19:06:32Z,1999,8,Female,Chinese,No,High School,"Student,Part time",19.1666666666667,Yes,NA,NA
2_433,2,2018-10-18T19:56:09Z,1999,10,Male,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,Student,19,Yes,NA,NA
2_434,2,2018-10-18T21:03:12Z,1998,7,Female,Chinese,Yes,High School,Student,20.25,Yes,NA,NA
2_435,2,2018-10-18T21:06:52Z,1999,3,Female,White/Caucasian,Yes,High School,"Student,Part time",19.5833333333333,Yes,NA,NA
2_436,2,2018-10-18T22:43:59Z,1999,10,Female,"White/Caucasian,Other",Yes,High School,"Student,Not employed",19,Yes,NA,NA
2_439,2,2018-10-19T07:14:49Z,2000,4,Male,Other Asian,Yes,High School,Student,18.5,Yes,NA,NA
2_440,2,2018-10-19T10:07:36Z,1999,8,Female,Other Asian,Yes,"Trade, technical or vocational training",Student,19.1666666666667,Yes,NA,NA
2_442,2,2018-10-19T14:08:41Z,1998,6,Female,White/Caucasian,Yes,High School,"Student,Part time",20.3333333333333,Yes,NA,NA
2_444,2,2018-10-19T13:12:49Z,1999,10,Female,African or African American,Yes,High School,"Student,Not employed",19,Yes,NA,NA
2_445,2,2018-10-19T16:30:48Z,1999,12,Female,Chinese,Yes,High School,"Student,Part time",18.8333333333333,Yes,NA,NA
2_446,2,2018-10-19T16:48:48Z,1998,12,Male,Other Asian,No,High School,Student,19.8333333333333,Yes,NA,NA
2_447,2,2018-10-19T21:12:54Z,1999,8,Female,Other Asian,No,High School,"Student,Part time",19.1666666666667,Yes,NA,NA
2_448,2,2018-10-20T23:12:06Z,1981,12,Female,White/Caucasian,Yes,"Trade, technical or vocational training",Part time,36.8333333333333,Yes,NA,NA
2_449,2,2018-10-21T14:54:02Z,2000,9,Female,"South Asian/Desi (Indian, Pakistani, Sri Lankan etc.)",Yes,High School,Student,18.0833333333333,Yes,NA,NA
2_450,2,2018-10-21T15:39:39Z,1999,8,Female,White/Caucasian,Yes,High School,Student,19.1666666666667,Yes,NA,NA
2_451,2,2018-10-21T17:04:39Z,1993,5,Female,White/Caucasian,Yes,Bachelor degree,Part time,25.4166666666667,Yes,NA,NA
2_452,2,2018-10-21T17:18:03Z,1999,6,Male,White/Caucasian,Yes,High School,"Student,Full time",19.3333333333333,Yes,NA,NA
2_453,2,2018-10-21T16:17:36Z,1997,10,Female,White/Caucasian,Yes,High School,"Student,Part time",21,Yes,NA,NA
2_454,2,2018-10-21T20:57:07Z,1999,1,Female,White/Caucasian,Yes,High School,Student,19.75,Yes,NA,NA
2_455,2,2018-10-21T14:16:09Z,1999,9,Female,White/Caucasian,Yes,High School,Student,19.0833333333333,Yes,NA,NA
2_457,2,2018-10-22T11:02:13Z,1999,12,Female,Chinese,No,High School,"Student,Not employed",18.8333333333333,Yes,NA,NA
